TOP.5cf3e4ab.000bdf9c	START
TOP.5cf3f000.000edd26	user_options->speed_only	0
TOP.5cf3f000.000edd26	user_options->spin_damp	8
TOP.5cf3f000.000edd26	user_options->status	0
TOP.5cf3f000.000edd26	user_options->status_timer	10
TOP.5cf3f000.000edd26	user_options->stdout_flag	0
TOP.5cf3f000.000edd26	user_options->usage	0
TOP.5cf3f000.000edd26	user_options->username	0
TOP.5cf3f000.000edd26	user_options->veracrypt_pim	0
TOP.5cf3f000.000edd26	user_options->version	0
TOP.5cf3f000.000edd26	user_options->workload_profile	2
TOP.5cf3f000.000edd26	user_options->brain_client	0
TOP.5cf3f000.000edd26	user_options->brain_client_features	2
TOP.5cf3f000.000edd26	user_options->brain_server	0
TOP.5cf3f000.000edd26	user_options->brain_port	6863
TOP.5cf3f000.000edd26	user_options->brain_session	0
TOP.5cf3f000.000edd26	hashes->hashlist_mode	5
TOP.5cf3f000.000edd26	hashes->hashlist_format	0
TOP.5cf3f000.000edd26	hashes->hashes_cnt	0
TOP.5cf3f000.000edd26	hashes->digests_cnt	1
TOP.5cf3f000.000edd26	hashes->digests_done	0
TOP.5cf3f000.000edd26	hashes->salts_cnt	1
TOP.5cf3f000.000edd26	hashes->salts_done	0
TOP.5cf3f000.000edd26	SUB.5cf3f008.000b7cbc	START
TOP.5cf3f000.000edd26	SUB.5cf3f008.000b7cbc	straight_ctx->dict	dictionary.txt
TOP.5cf3f000.000edd26	SUB.5cf3f008.000b7cbc	runtime_start	1559490568
TOP.5cf3f000.000edd26	SUB.5cf3f008.000b7cbc	runtime_stop	1559490569
TOP.5cf3f000.000edd26	SUB.5cf3f008.000b7cbc	status-after-work	6
TOP.5cf3f000.000edd26	SUB.5cf3f008.000b7cbc	STOP
TOP.5cf3f000.000edd26	proc_start	1559490560
TOP.5cf3f000.000edd26	proc_stop	1559490569
TOP.5cf3f000.000edd26	STOP
TOP.5cf3f029.000d1f54	START
TOP.5cf3f029.000d1f54	user_options->separator	:
TOP.5cf3f029.000d1f54	user_options->custom_charset_1	?l?d?u
TOP.5cf3f029.000d1f54	user_options->custom_charset_2	?l?d
TOP.5cf3f029.000d1f54	user_options->custom_charset_3	?l?d*!$@_
TOP.5cf3f029.000d1f54	user_options->encoding_from	utf-8
TOP.5cf3f029.000d1f54	user_options->encoding_to	utf-8
TOP.5cf3f029.000d1f54	user_options->rule_buf_l	:
TOP.5cf3f029.000d1f54	user_options->rule_buf_r	:
TOP.5cf3f029.000d1f54	user_options->session	hashcat
TOP.5cf3f029.000d1f54	user_options->limit	0
TOP.5cf3f029.000d1f54	user_options->skip	0
TOP.5cf3f029.000d1f54	user_options->attack_mode	3
TOP.5cf3f029.000d1f54	user_options->benchmark	0
TOP.5cf3f029.000d1f54	user_options->benchmark_all	0
TOP.5cf3f029.000d1f54	user_options->bitmap_max	18
TOP.5cf3f029.000d1f54	user_options->bitmap_min	16
TOP.5cf3f029.000d1f54	user_options->debug_mode	0
TOP.5cf3f029.000d1f54	user_options->example_hashes	0
TOP.5cf3f029.000d1f54	user_options->force	0
TOP.5cf3f029.000d1f54	user_options->hwmon_disable	0
TOP.5cf3f029.000d1f54	user_options->hwmon_temp_abort	90
TOP.5cf3f029.000d1f54	user_options->hash_mode	100
TOP.5cf3f029.000d1f54	user_options->hex_charset	0
TOP.5cf3f029.000d1f54	user_options->hex_salt	0
TOP.5cf3f029.000d1f54	user_options->hex_wordlist	0
TOP.5cf3f029.000d1f54	user_options->increment	1
TOP.5cf3f029.000d1f54	user_options->increment_max	256
TOP.5cf3f029.000d1f54	user_options->increment_min	1
TOP.5cf3f029.000d1f54	user_options->keep_guessing	0
TOP.5cf3f029.000d1f54	user_options->kernel_accel	0
TOP.5cf3f029.000d1f54	user_options->kernel_loops	0
TOP.5cf3f029.000d1f54	user_options->kernel_threads	0
TOP.5cf3f029.000d1f54	user_options->keyspace	0
TOP.5cf3f029.000d1f54	user_options->left	0
TOP.5cf3f029.000d1f54	user_options->logfile_disable	0
TOP.5cf3f029.000d1f54	user_options->loopback	0
TOP.5cf3f029.000d1f54	user_options->machine_readable	0
TOP.5cf3f029.000d1f54	user_options->markov_classic	0
TOP.5cf3f029.000d1f54	user_options->markov_disable	0
TOP.5cf3f029.000d1f54	user_options->markov_threshold	256
TOP.5cf3f029.000d1f54	user_options->opencl_info	0
TOP.5cf3f029.000d1f54	user_options->opencl_vector_width	0
TOP.5cf3f029.000d1f54	user_options->optimized_kernel_enable	0
TOP.5cf3f029.000d1f54	user_options->outfile_autohex	1
TOP.5cf3f029.000d1f54	user_options->outfile_check_timer	5
TOP.5cf3f029.000d1f54	user_options->outfile_format	3
TOP.5cf3f029.000d1f54	user_options->wordlist_autohex_disable	0
TOP.5cf3f029.000d1f54	user_options->potfile_disable	0
TOP.5cf3f029.000d1f54	user_options->progress_only	0
TOP.5cf3f029.000d1f54	user_options->quiet	0
TOP.5cf3f029.000d1f54	user_options->remove	0
TOP.5cf3f029.000d1f54	user_options->remove_timer	60
TOP.5cf3f029.000d1f54	user_options->restore	0
TOP.5cf3f029.000d1f54	user_options->restore_disable	0
TOP.5cf3f029.000d1f54	user_options->restore_timer	60
TOP.5cf3f029.000d1f54	user_options->rp_files_cnt	0
TOP.5cf3f029.000d1f54	user_options->rp_gen	0
TOP.5cf3f029.000d1f54	user_options->rp_gen_func_max	4
TOP.5cf3f029.000d1f54	user_options->rp_gen_func_min	1
TOP.5cf3f029.000d1f54	user_options->rp_gen_seed	0
TOP.5cf3f029.000d1f54	user_options->runtime	0
TOP.5cf3f029.000d1f54	user_options->scrypt_tmto	0
TOP.5cf3f029.000d1f54	user_options->segment_size	33554432
TOP.5cf3f029.000d1f54	user_options->self_test_disable	0
TOP.5cf3f029.000d1f54	user_options->slow_candidates	0
TOP.5cf3f029.000d1f54	user_options->show	0
TOP.5cf3f029.000d1f54	user_options->speed_only	0
TOP.5cf3f029.000d1f54	user_options->spin_damp	8
TOP.5cf3f029.000d1f54	user_options->status	0
TOP.5cf3f029.000d1f54	user_options->status_timer	10
TOP.5cf3f029.000d1f54	user_options->stdout_flag	0
TOP.5cf3f029.000d1f54	user_options->usage	0
TOP.5cf3f029.000d1f54	user_options->username	0
TOP.5cf3f029.000d1f54	user_options->veracrypt_pim	0
TOP.5cf3f029.000d1f54	user_options->version	0
TOP.5cf3f029.000d1f54	user_options->workload_profile	2
TOP.5cf3f029.000d1f54	user_options->brain_client	0
TOP.5cf3f029.000d1f54	user_options->brain_client_features	2
TOP.5cf3f029.000d1f54	user_options->brain_server	0
TOP.5cf3f029.000d1f54	user_options->brain_port	6863
TOP.5cf3f029.000d1f54	user_options->brain_session	0
TOP.5cf3f029.000d1f54	proc_start	1559490601
TOP.5cf3f029.000d1f54	proc_stop	1559490602
TOP.5cf3f029.000d1f54	STOP
TOP.5cf3f037.000da287	START
TOP.5cf3f037.000da287	user_options->separator	:
TOP.5cf3f037.000da287	user_options->custom_charset_1	?l?d?u
TOP.5cf3f037.000da287	user_options->custom_charset_2	?l?d
TOP.5cf3f037.000da287	user_options->custom_charset_3	?l?d*!$@_
TOP.5cf3f037.000da287	user_options->encoding_from	utf-8
TOP.5cf3f037.000da287	user_options->encoding_to	utf-8
TOP.5cf3f037.000da287	user_options->rule_buf_l	:
TOP.5cf3f037.000da287	user_options->rule_buf_r	:
TOP.5cf3f037.000da287	user_options->session	hashcat
TOP.5cf3f037.000da287	user_options->limit	0
TOP.5cf3f037.000da287	user_options->skip	0
TOP.5cf3f037.000da287	user_options->attack_mode	3
TOP.5cf3f037.000da287	user_options->benchmark	0
TOP.5cf3f037.000da287	user_options->benchmark_all	0
TOP.5cf3f037.000da287	user_options->bitmap_max	18
TOP.5cf3f037.000da287	user_options->bitmap_min	16
TOP.5cf3f037.000da287	user_options->debug_mode	0
TOP.5cf3f037.000da287	user_options->example_hashes	0
TOP.5cf3f037.000da287	user_options->force	0
TOP.5cf3f037.000da287	user_options->hwmon_disable	0
TOP.5cf3f037.000da287	user_options->hwmon_temp_abort	90
TOP.5cf3f037.000da287	user_options->hash_mode	100
TOP.5cf3f037.000da287	user_options->hex_charset	0
TOP.5cf3f037.000da287	user_options->hex_salt	0
TOP.5cf3f037.000da287	user_options->hex_wordlist	0
TOP.5cf3f037.000da287	user_options->increment	1
TOP.5cf3f037.000da287	user_options->increment_max	256
TOP.5cf3f037.000da287	user_options->increment_min	1
TOP.5cf3f037.000da287	user_options->keep_guessing	0
TOP.5cf3f037.000da287	user_options->kernel_accel	0
TOP.5cf3f037.000da287	user_options->kernel_loops	0
TOP.5cf3f037.000da287	user_options->kernel_threads	0
TOP.5cf3f037.000da287	user_options->keyspace	0
TOP.5cf3f037.000da287	user_options->left	0
TOP.5cf3f037.000da287	user_options->logfile_disable	0
TOP.5cf3f037.000da287	user_options->loopback	0
TOP.5cf3f037.000da287	user_options->machine_readable	0
TOP.5cf3f037.000da287	user_options->markov_classic	0
TOP.5cf3f037.000da287	user_options->markov_disable	0
TOP.5cf3f037.000da287	user_options->markov_threshold	256
TOP.5cf3f037.000da287	user_options->opencl_info	0
TOP.5cf3f037.000da287	user_options->opencl_vector_width	0
TOP.5cf3f037.000da287	user_options->optimized_kernel_enable	0
TOP.5cf3f037.000da287	user_options->outfile_autohex	1
TOP.5cf3f037.000da287	user_options->outfile_check_timer	5
TOP.5cf3f037.000da287	user_options->outfile_format	3
TOP.5cf3f037.000da287	user_options->wordlist_autohex_disable	0
TOP.5cf3f037.000da287	user_options->potfile_disable	0
TOP.5cf3f037.000da287	user_options->progress_only	0
TOP.5cf3f037.000da287	user_options->quiet	0
TOP.5cf3f037.000da287	user_options->remove	0
TOP.5cf3f037.000da287	user_options->remove_timer	60
TOP.5cf3f037.000da287	user_options->restore	0
TOP.5cf3f037.000da287	user_options->restore_disable	0
TOP.5cf3f037.000da287	user_options->restore_timer	60
TOP.5cf3f037.000da287	user_options->rp_files_cnt	0
TOP.5cf3f037.000da287	user_options->rp_gen	0
TOP.5cf3f037.000da287	user_options->rp_gen_func_max	4
TOP.5cf3f037.000da287	user_options->rp_gen_func_min	1
TOP.5cf3f037.000da287	user_options->rp_gen_seed	0
TOP.5cf3f037.000da287	user_options->runtime	0
TOP.5cf3f037.000da287	user_options->scrypt_tmto	0
TOP.5cf3f037.000da287	user_options->segment_size	33554432
TOP.5cf3f037.000da287	user_options->self_test_disable	0
TOP.5cf3f037.000da287	user_options->slow_candidates	0
TOP.5cf3f037.000da287	user_options->show	0
TOP.5cf3f037.000da287	user_options->speed_only	0
TOP.5cf3f037.000da287	user_options->spin_damp	8
TOP.5cf3f037.000da287	user_options->status	0
TOP.5cf3f037.000da287	user_options->status_timer	10
TOP.5cf3f037.000da287	user_options->stdout_flag	0
TOP.5cf3f037.000da287	user_options->usage	0
TOP.5cf3f037.000da287	user_options->username	0
TOP.5cf3f037.000da287	user_options->veracrypt_pim	0
TOP.5cf3f037.000da287	user_options->version	0
TOP.5cf3f037.000da287	user_options->workload_profile	2
TOP.5cf3f037.000da287	user_options->brain_client	0
TOP.5cf3f037.000da287	user_options->brain_client_features	2
TOP.5cf3f037.000da287	user_options->brain_server	0
TOP.5cf3f037.000da287	user_options->brain_port	6863
TOP.5cf3f037.000da287	user_options->brain_session	0
TOP.5cf3f037.000da287	hashes->hashlist_mode	5
TOP.5cf3f037.000da287	hashes->hashlist_format	0
TOP.5cf3f037.000da287	hashes->hashes_cnt	0
TOP.5cf3f037.000da287	hashes->digests_cnt	1
TOP.5cf3f037.000da287	hashes->digests_done	0
TOP.5cf3f037.000da287	hashes->salts_cnt	1
TOP.5cf3f037.000da287	hashes->salts_done	0
TOP.5cf3f037.000da287	SUB.5cf3f03f.000b3940	START
TOP.5cf3f037.000da287	SUB.5cf3f03f.000b3940	mask_ctx->mask	?1
TOP.5cf3f037.000da287	SUB.5cf3f03f.000b3940	runtime_start	1559490624
TOP.5cf3f037.000da287	SUB.5cf3f03f.000b3940	runtime_stop	1559490624
TOP.5cf3f037.000da287	SUB.5cf3f03f.000b3940	status-after-work	5
TOP.5cf3f037.000da287	SUB.5cf3f03f.000b3940	STOP
TOP.5cf3f037.000da287	SUB.5cf3f040.00085f08	START
TOP.5cf3f037.000da287	SUB.5cf3f040.00085f08	mask_ctx->mask	?1?2
TOP.5cf3f037.000da287	SUB.5cf3f040.00085f08	runtime_start	1559490624
TOP.5cf3f037.000da287	SUB.5cf3f040.00085f08	runtime_stop	1559490625
TOP.5cf3f037.000da287	SUB.5cf3f040.00085f08	status-after-work	5
TOP.5cf3f037.000da287	SUB.5cf3f040.00085f08	STOP
TOP.5cf3f037.000da287	SUB.5cf3f041.0001fe1b	START
TOP.5cf3f037.000da287	SUB.5cf3f041.0001fe1b	mask_ctx->mask	?1?2?2
TOP.5cf3f037.000da287	SUB.5cf3f041.0001fe1b	runtime_start	1559490625
TOP.5cf3f037.000da287	SUB.5cf3f041.0001fe1b	runtime_stop	1559490625
TOP.5cf3f037.000da287	SUB.5cf3f041.0001fe1b	status-after-work	5
TOP.5cf3f037.000da287	SUB.5cf3f041.0001fe1b	STOP
TOP.5cf3f037.000da287	SUB.5cf3f041.000ad982	START
TOP.5cf3f037.000da287	SUB.5cf3f041.000ad982	mask_ctx->mask	?1?2?2?2
TOP.5cf3f037.000da287	SUB.5cf3f041.000ad982	runtime_start	1559490626
TOP.5cf3f037.000da287	SUB.5cf3f041.000ad982	runtime_stop	1559490626
TOP.5cf3f037.000da287	SUB.5cf3f041.000ad982	status-after-work	5
TOP.5cf3f037.000da287	SUB.5cf3f041.000ad982	STOP
TOP.5cf3f037.000da287	SUB.5cf3f042.0004d024	START
TOP.5cf3f037.000da287	SUB.5cf3f042.0004d024	mask_ctx->mask	?1?2?2?2?2
TOP.5cf3f037.000da287	SUB.5cf3f042.0004d024	runtime_start	1559490626
TOP.5cf3f037.000da287	SUB.5cf3f042.0004d024	runtime_stop	1559490626
TOP.5cf3f037.000da287	SUB.5cf3f042.0004d024	status-after-work	6
TOP.5cf3f037.000da287	SUB.5cf3f042.0004d024	STOP
TOP.5cf3f037.000da287	proc_start	1559490615
TOP.5cf3f037.000da287	proc_stop	1559490628
TOP.5cf3f037.000da287	STOP
TOP.5cf42a3c.0006778b	START
TOP.5cf42a3c.0006778b	user_options->separator	:
TOP.5cf42a3c.0006778b	user_options->encoding_from	utf-8
TOP.5cf42a3c.0006778b	user_options->encoding_to	utf-8
TOP.5cf42a3c.0006778b	user_options->rule_buf_l	:
TOP.5cf42a3c.0006778b	user_options->rule_buf_r	:
TOP.5cf42a3c.0006778b	user_options->session	hashcat
TOP.5cf42a3c.0006778b	user_options->limit	0
TOP.5cf42a3c.0006778b	user_options->skip	0
TOP.5cf42a3c.0006778b	user_options->attack_mode	0
TOP.5cf42a3c.0006778b	user_options->benchmark	0
TOP.5cf42a3c.0006778b	user_options->benchmark_all	0
TOP.5cf42a3c.0006778b	user_options->bitmap_max	18
TOP.5cf42a3c.0006778b	user_options->bitmap_min	16
TOP.5cf42a3c.0006778b	user_options->debug_mode	0
TOP.5cf42a3c.0006778b	user_options->example_hashes	0
TOP.5cf42a3c.0006778b	user_options->force	0
TOP.5cf42a3c.0006778b	user_options->hwmon_disable	0
TOP.5cf42a3c.0006778b	user_options->hwmon_temp_abort	90
TOP.5cf42a3c.0006778b	user_options->hash_mode	3200
TOP.5cf42a3c.0006778b	user_options->hex_charset	0
TOP.5cf42a3c.0006778b	user_options->hex_salt	0
TOP.5cf42a3c.0006778b	user_options->hex_wordlist	0
TOP.5cf42a3c.0006778b	user_options->increment	0
TOP.5cf42a3c.0006778b	user_options->increment_max	256
TOP.5cf42a3c.0006778b	user_options->increment_min	1
TOP.5cf42a3c.0006778b	user_options->keep_guessing	0
TOP.5cf42a3c.0006778b	user_options->kernel_accel	0
TOP.5cf42a3c.0006778b	user_options->kernel_loops	0
TOP.5cf42a3c.0006778b	user_options->kernel_threads	0
TOP.5cf42a3c.0006778b	user_options->keyspace	0
TOP.5cf42a3c.0006778b	user_options->left	0
TOP.5cf42a3c.0006778b	user_options->logfile_disable	0
TOP.5cf42a3c.0006778b	user_options->loopback	0
TOP.5cf42a3c.0006778b	user_options->machine_readable	0
TOP.5cf42a3c.0006778b	user_options->markov_classic	0
TOP.5cf42a3c.0006778b	user_options->markov_disable	0
TOP.5cf42a3c.0006778b	user_options->markov_threshold	256
TOP.5cf42a3c.0006778b	user_options->opencl_info	0
TOP.5cf42a3c.0006778b	user_options->opencl_vector_width	0
TOP.5cf42a3c.0006778b	user_options->optimized_kernel_enable	0
TOP.5cf42a3c.0006778b	user_options->outfile_autohex	1
TOP.5cf42a3c.0006778b	user_options->outfile_check_timer	5
TOP.5cf42a3c.0006778b	user_options->outfile_format	3
TOP.5cf42a3c.0006778b	user_options->wordlist_autohex_disable	0
TOP.5cf42a3c.0006778b	user_options->potfile_disable	0
TOP.5cf42a3c.0006778b	user_options->progress_only	0
TOP.5cf42a3c.0006778b	user_options->quiet	0
TOP.5cf42a3c.0006778b	user_options->remove	0
TOP.5cf42a3c.0006778b	user_options->remove_timer	60
TOP.5cf42a3c.0006778b	user_options->restore	0
TOP.5cf42a3c.0006778b	user_options->restore_disable	0
TOP.5cf42a3c.0006778b	user_options->restore_timer	60
TOP.5cf42a3c.0006778b	user_options->rp_files_cnt	0
TOP.5cf42a3c.0006778b	user_options->rp_gen	0
TOP.5cf42a3c.0006778b	user_options->rp_gen_func_max	4
TOP.5cf42a3c.0006778b	user_options->rp_gen_func_min	1
TOP.5cf42a3c.0006778b	user_options->rp_gen_seed	0
TOP.5cf42a3c.0006778b	user_options->runtime	0
TOP.5cf42a3c.0006778b	user_options->scrypt_tmto	0
TOP.5cf42a3c.0006778b	user_options->segment_size	33554432
TOP.5cf42a3c.0006778b	user_options->self_test_disable	0
TOP.5cf42a3c.0006778b	user_options->slow_candidates	0
TOP.5cf42a3c.0006778b	user_options->show	0
TOP.5cf42a3c.0006778b	user_options->speed_only	0
TOP.5cf42a3c.0006778b	user_options->spin_damp	8
TOP.5cf42a3c.0006778b	user_options->status	0
TOP.5cf42a3c.0006778b	user_options->status_timer	10
TOP.5cf42a3c.0006778b	user_options->stdout_flag	0
TOP.5cf42a3c.0006778b	user_options->usage	0
TOP.5cf42a3c.0006778b	user_options->username	0
TOP.5cf42a3c.0006778b	user_options->veracrypt_pim	0
TOP.5cf42a3c.0006778b	user_options->version	0
TOP.5cf42a3c.0006778b	user_options->workload_profile	2
TOP.5cf42a3c.0006778b	user_options->brain_client	0
TOP.5cf42a3c.0006778b	user_options->brain_client_features	2
TOP.5cf42a3c.0006778b	user_options->brain_server	0
TOP.5cf42a3c.0006778b	user_options->brain_port	6863
TOP.5cf42a3c.0006778b	user_options->brain_session	0
TOP.5cf42a3c.0006778b	hashes->hashfile	hashbcrypt.txt
TOP.5cf42a3c.0006778b	hashes->hashlist_mode	4
TOP.5cf42a3c.0006778b	hashes->hashlist_format	0
TOP.5cf42a3c.0006778b	hashes->hashes_cnt	0
TOP.5cf42a3c.0006778b	hashes->digests_cnt	7
TOP.5cf42a3c.0006778b	hashes->digests_done	0
TOP.5cf42a3c.0006778b	hashes->salts_cnt	7
TOP.5cf42a3c.0006778b	hashes->salts_done	0
TOP.5cf42a3c.0006778b	SUB.5cf42a3d.000a282b	START
TOP.5cf42a3c.0006778b	SUB.5cf42a3d.000a282b	straight_ctx->dict	dictionary.txt
TOP.5cf42a3c.0006778b	SUB.5cf42a3d.000a282b	runtime_start	1559505469
TOP.5cf42a3c.0006778b	SUB.5cf42a3d.000a282b	runtime_stop	1559505534
TOP.5cf42a3c.0006778b	SUB.5cf42a3d.000a282b	status-after-work	8
TOP.5cf42a3c.0006778b	SUB.5cf42a3d.000a282b	STOP
TOP.5cf42a3c.0006778b	proc_start	1559505468
TOP.5cf42a3c.0006778b	proc_stop	1559505535
TOP.5cf42a3c.0006778b	STOP
TOP.5cf42a99.0003e078	START
TOP.5cf42a99.0003e078	user_options->separator	:
TOP.5cf42a99.0003e078	user_options->encoding_from	utf-8
TOP.5cf42a99.0003e078	user_options->encoding_to	utf-8
TOP.5cf42a99.0003e078	user_options->rule_buf_l	:
TOP.5cf42a99.0003e078	user_options->rule_buf_r	:
TOP.5cf42a99.0003e078	user_options->session	hashcat
TOP.5cf42a99.0003e078	user_options->limit	0
TOP.5cf42a99.0003e078	user_options->skip	0
TOP.5cf42a99.0003e078	user_options->attack_mode	0
TOP.5cf42a99.0003e078	user_options->benchmark	0
TOP.5cf42a99.0003e078	user_options->benchmark_all	0
TOP.5cf42a99.0003e078	user_options->bitmap_max	18
TOP.5cf42a99.0003e078	user_options->bitmap_min	16
TOP.5cf42a99.0003e078	user_options->debug_mode	0
TOP.5cf42a99.0003e078	user_options->example_hashes	0
TOP.5cf42a99.0003e078	user_options->force	0
TOP.5cf42a99.0003e078	user_options->hwmon_disable	0
TOP.5cf42a99.0003e078	user_options->hwmon_temp_abort	90
TOP.5cf42a99.0003e078	user_options->hash_mode	3200
TOP.5cf42a99.0003e078	user_options->hex_charset	0
TOP.5cf42a99.0003e078	user_options->hex_salt	0
TOP.5cf42a99.0003e078	user_options->hex_wordlist	0
TOP.5cf42a99.0003e078	user_options->increment	0
TOP.5cf42a99.0003e078	user_options->increment_max	256
TOP.5cf42a99.0003e078	user_options->increment_min	1
TOP.5cf42a99.0003e078	user_options->keep_guessing	0
TOP.5cf42a99.0003e078	user_options->kernel_accel	0
TOP.5cf42a99.0003e078	user_options->kernel_loops	0
TOP.5cf42a99.0003e078	user_options->kernel_threads	0
TOP.5cf42a99.0003e078	user_options->keyspace	0
TOP.5cf42a99.0003e078	user_options->left	0
TOP.5cf42a99.0003e078	user_options->logfile_disable	0
TOP.5cf42a99.0003e078	user_options->loopback	0
TOP.5cf42a99.0003e078	user_options->machine_readable	0
TOP.5cf42a99.0003e078	user_options->markov_classic	0
TOP.5cf42a99.0003e078	user_options->markov_disable	0
TOP.5cf42a99.0003e078	user_options->markov_threshold	256
TOP.5cf42a99.0003e078	user_options->opencl_info	0
TOP.5cf42a99.0003e078	user_options->opencl_vector_width	0
TOP.5cf42a99.0003e078	user_options->optimized_kernel_enable	0
TOP.5cf42a99.0003e078	user_options->outfile_autohex	1
TOP.5cf42a99.0003e078	user_options->outfile_check_timer	5
TOP.5cf42a99.0003e078	user_options->outfile_format	3
TOP.5cf42a99.0003e078	user_options->wordlist_autohex_disable	0
TOP.5cf42a99.0003e078	user_options->potfile_disable	0
TOP.5cf42a99.0003e078	user_options->progress_only	0
TOP.5cf42a99.0003e078	user_options->quiet	0
TOP.5cf42a99.0003e078	user_options->remove	0
TOP.5cf42a99.0003e078	user_options->remove_timer	60
TOP.5cf42a99.0003e078	user_options->restore	0
TOP.5cf42a99.0003e078	user_options->restore_disable	0
TOP.5cf42a99.0003e078	user_options->restore_timer	60
TOP.5cf42a99.0003e078	user_options->rp_files_cnt	0
TOP.5cf42a99.0003e078	user_options->rp_gen	0
TOP.5cf42a99.0003e078	user_options->rp_gen_func_max	4
TOP.5cf42a99.0003e078	user_options->rp_gen_func_min	1
TOP.5cf42a99.0003e078	user_options->rp_gen_seed	0
TOP.5cf42a99.0003e078	user_options->runtime	0
TOP.5cf42a99.0003e078	user_options->scrypt_tmto	0
TOP.5cf42a99.0003e078	user_options->segment_size	33554432
TOP.5cf42a99.0003e078	user_options->self_test_disable	0
TOP.5cf42a99.0003e078	user_options->slow_candidates	0
TOP.5cf42a99.0003e078	user_options->show	0
TOP.5cf42a99.0003e078	user_options->speed_only	0
TOP.5cf42a99.0003e078	user_options->spin_damp	8
TOP.5cf42a99.0003e078	user_options->status	0
TOP.5cf42a99.0003e078	user_options->status_timer	10
TOP.5cf42a99.0003e078	user_options->stdout_flag	0
TOP.5cf42a99.0003e078	user_options->usage	0
TOP.5cf42a99.0003e078	user_options->username	0
TOP.5cf42a99.0003e078	user_options->veracrypt_pim	0
TOP.5cf42a99.0003e078	user_options->version	0
TOP.5cf42a99.0003e078	user_options->workload_profile	2
TOP.5cf42a99.0003e078	user_options->brain_client	0
TOP.5cf42a99.0003e078	user_options->brain_client_features	2
TOP.5cf42a99.0003e078	user_options->brain_server	0
TOP.5cf42a99.0003e078	user_options->brain_port	6863
TOP.5cf42a99.0003e078	user_options->brain_session	0
TOP.5cf42a99.0003e078	hashes->hashfile	hashbcrypt.txt
TOP.5cf42a99.0003e078	hashes->hashlist_mode	4
TOP.5cf42a99.0003e078	hashes->hashlist_format	0
TOP.5cf42a99.0003e078	hashes->hashes_cnt	0
TOP.5cf42a99.0003e078	hashes->digests_cnt	1
TOP.5cf42a99.0003e078	hashes->digests_done	0
TOP.5cf42a99.0003e078	hashes->salts_cnt	1
TOP.5cf42a99.0003e078	hashes->salts_done	0
TOP.5cf42a99.0003e078	SUB.5cf42a9a.0007fb7b	START
TOP.5cf42a99.0003e078	SUB.5cf42a9a.0007fb7b	straight_ctx->dict	dictionary.txt
TOP.5cf42a99.0003e078	SUB.5cf42a9a.0007fb7b	runtime_start	1559505562
TOP.5cf42a99.0003e078	SUB.5cf42a9a.0007fb7b	runtime_stop	1559505711
TOP.5cf42a99.0003e078	SUB.5cf42a9a.0007fb7b	status-after-work	10
TOP.5cf42a99.0003e078	SUB.5cf42a9a.0007fb7b	STOP
TOP.5cf42a99.0003e078	proc_start	1559505561
TOP.5cf42a99.0003e078	proc_stop	1559505712
TOP.5cf42a99.0003e078	STOP
TOP.5cf42b4b.000844f9	START
TOP.5cf42b4b.000844f9	user_options->separator	:
TOP.5cf42b4b.000844f9	user_options->encoding_from	utf-8
TOP.5cf42b4b.000844f9	user_options->encoding_to	utf-8
TOP.5cf42b4b.000844f9	user_options->rule_buf_l	:
TOP.5cf42b4b.000844f9	user_options->rule_buf_r	:
TOP.5cf42b4b.000844f9	user_options->session	hashcat
TOP.5cf42b4b.000844f9	user_options->limit	0
TOP.5cf42b4b.000844f9	user_options->skip	0
TOP.5cf42b4b.000844f9	user_options->attack_mode	0
TOP.5cf42b4b.000844f9	user_options->benchmark	0
TOP.5cf42b4b.000844f9	user_options->benchmark_all	0
TOP.5cf42b4b.000844f9	user_options->bitmap_max	18
TOP.5cf42b4b.000844f9	user_options->bitmap_min	16
TOP.5cf42b4b.000844f9	user_options->debug_mode	0
TOP.5cf42b4b.000844f9	user_options->example_hashes	0
TOP.5cf42b4b.000844f9	user_options->force	0
TOP.5cf42b4b.000844f9	user_options->hwmon_disable	0
TOP.5cf42b4b.000844f9	user_options->hwmon_temp_abort	90
TOP.5cf42b4b.000844f9	user_options->hash_mode	3200
TOP.5cf42b4b.000844f9	user_options->hex_charset	0
TOP.5cf42b4b.000844f9	user_options->hex_salt	0
TOP.5cf42b4b.000844f9	user_options->hex_wordlist	0
TOP.5cf42b4b.000844f9	user_options->increment	0
TOP.5cf42b4b.000844f9	user_options->increment_max	256
TOP.5cf42b4b.000844f9	user_options->increment_min	1
TOP.5cf42b4b.000844f9	user_options->keep_guessing	0
TOP.5cf42b4b.000844f9	user_options->kernel_accel	0
TOP.5cf42b4b.000844f9	user_options->kernel_loops	0
TOP.5cf42b4b.000844f9	user_options->kernel_threads	0
TOP.5cf42b4b.000844f9	user_options->keyspace	0
TOP.5cf42b4b.000844f9	user_options->left	0
TOP.5cf42b4b.000844f9	user_options->logfile_disable	0
TOP.5cf42b4b.000844f9	user_options->loopback	0
TOP.5cf42b4b.000844f9	user_options->machine_readable	0
TOP.5cf42b4b.000844f9	user_options->markov_classic	0
TOP.5cf42b4b.000844f9	user_options->markov_disable	0
TOP.5cf42b4b.000844f9	user_options->markov_threshold	256
TOP.5cf42b4b.000844f9	user_options->opencl_info	0
TOP.5cf42b4b.000844f9	user_options->opencl_vector_width	0
